article_id,question,answer
35_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What is the doctrine of e1n1l8fs or in the doctrine of dissimilars?,The doctrine of e1n1l8fs or in the doctrine of dissimilars states that there is no whole truth.
36_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who hosted the class of '59 reunion gathering?,Mr. Louis H. Bristol hosted the reunion gathering.
38_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who pitched a winning game for the Philadelphia team today in Cleveland?,Gleason pitched a winning game for the Philadelphia team.
39_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who earned the most runs?,Willard Henshaw McBride.
43_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who was the orator of the day at the sixty-fifth anniversary of the Yale Law Department?,Hon. Chauncey M. Depew.
45_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What type of goods has H. Enfajian received from Constantinople?,Oriental rugs.
54_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,What was the name of the theater where the annual spring concert took place?,The concert took place at the Hyperion Theater.
64_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,When did Indianapolis defeat Boston again?,June 25th.
69_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who is organizing the special league meeting in New York?,O. H. Ayers from 26th Street and Chapel Street is organizing the meeting.
79_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who introduced boating into Yale College?,"Captain W.J. Weeks of Yaphank, Long Island, a graduate of Yale College, Class of 1843."
81_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who will be playing here tomorrow?,The Jersey Citys will be playing here tomorrow.
87_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who called the meeting of the Yale alumni to order in Alumni Hall?,"The Rev. Joseph H. Twitchell, '59, of Hartford called the meeting to order."
95_1889-06-26_p2_sn82015483_00271764315_1889062601_0610,Who will be playing in the game this afternoon?,The Jersey Citys and the New Hayens.
1_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Where will the young men's temperance union hold an important meeting this evening?,The young men's temperance union will hold an important meeting this evening.
2_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who spent Sunday with friends at Dover?,"F. Sanborn, Esq."
3_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Where is the Steamer Wilmington receiving repairs?,Moore's Shipyard.
4_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who was discharged from the city court on Saturday evening?,"John Criggan, an idiot, was discharged."
5_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who conducted the services at the homeopathic hospital yesterday?,Rev. J. B. Parmelee conducted the services at the homeopathic hospital.
6_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,How old is Cornelius Earle?,Cornelius Earle is approximately 11 years old.
7_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,"What was decided at the meeting of the Ice Dealers Association in Reading, PA?",It was agreed to make a general advance in the price of about 40 per cent.
8_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who held a caucus in the council chambers on Saturday night?,The democratic members of the city council.
9_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,"What items are mentioned in the text related to the ""full of beautiful things"" context?","Table linens, towels, napkins."
10_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What decision did the stockholders of the Wilmington City Railway Company make regarding building the projected railway?,"The stockholders directed the board of directors to build the railway out Eighth Street to Union, with an estimated cost of $35,900."
11_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What was the name of the man that Officer Broomall encountered this morning?,Robert P. Jones
12_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Where is the Wilmington College of Music located?,Wilmington College of Music is located in Wilmington or its vicinity.
13_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What is the price for a subscription ticket to the new Middle States League baseball club?,The price is $10.
14_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What type of underwear products are available in your muslin underwear department?,"Corset covers, chemises, drawers, and skirts."
15_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Where did the horses attached to Michael Mctigue's wagon run away from?,"They ran away from in front of Brown's Hotel on Fourth Street near Shipley in Kimbleville, PA."
16_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who delivered the temperance lecture at the Friends Meeting House at Fourth and West Streets yesterday afternoon?,Dr. Henry T. Child of Philadelphia.
18_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What is the purpose of the legislative committee of city council advertising for bids for the refunding of city loans?,"The purpose is to refinance city loans numbers 10, 11, 12, and 13, which are due on April 1, 1886, totaling $72,900."
19_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who initiated the divorce proceedings mentioned in the Philadelphia record?,"Edward McInall initiated the divorce proceedings against his wife, Laura R. McInall."
20_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What types of cloaks are available in the store?,"Cloaks beautifully trimmed and made in cashmere, elder down flannel, plush, and velvet can be found in white cream, blue, and red colors."
21_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What is the main objective of selling season tickets at $40 each?,To secure the capital needed to establish a league baseball club in the city.
22_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who was arrested in Philadelphia yesterday?,"Thomas Doyd, formerly employed in the Riverside Rolling Mill at New Castle."
23_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,How old was William Valentine when he passed away?,William Valentine's age at the time of his passing is unfortunately not provided in the context.
24_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who attached the bark Adolph Obrig on Saturday?,The United States Deputy Marshal Myers attached the bark Adolph Obrig.
29_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Where did Miss Virgie Conner sing sweetly solemn thought?,Central Presbyterian Church yesterday morning.
31_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What event is expected to happen this week according to the staff correspondence in the Evening Journal in Dover on March 1st?,The temperance people are expected to arrive and present their views to the general assembly.
42_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,"What special attention are you drawing to your linen, napkin, and towel stock?",We are offering the best value in these goods for the next thirty days.
46_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,What is the price for the line of heavyweight good quality half-bleached table linen?,The price is at az cents.
72_1889-03-18_p3_sn85042354_00271740256_1889031801_1050,Who is nursing his peach yellows' bill and full of hope for its final passage?,Representative Sackett.
1_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,Who is H. Dian Inspector Mt. E. F. White and what is his recent promotion?,Mt. E. F. White is a former agent of the Indian Bureau who was recently promoted to the office of H. Dian Inspector.
2_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What does the act regulate in the state of Arkansas regarding the sale of wine?,It regulates that it shall be unlawful for any person to sell wine except as authorized in the act.
3_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,Who won the election according to the official vote of the state?,"Hemmingway won with 52,431 votes."
4_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,"What is the significance of April 22, 1889, mentioned in the context?",It is the date when the long promised land of the homesteaders will be open for settlement.
6_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What controversial action did President Harrison take in regards to colored servants in the White House?,President Harrison turned off all colored servants and replaced them with white persons.
8_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What information was initially reported about the murder at Plummerville?,"The initial report stated that another murder had occurred at Plummerville, involving an important witness in the Clayton assassination."
11_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,"What specific land is being offered for sale at public outcry on April 30th, 1889?","Lot 5 in block three in Reppy's addition, lots D and H in block three in the railroad survey, and the north half of lot one, and the west half of lot two in block two, in Warren's addition in the town of Prescott, Nevada County."
12_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What is the subject of discussion in the Washington press regarding Judge C.F. Mitchell?,The Washington press has been lauding and making much of Judge C.F. Mitchell.
13_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,Who introduced the exercises of the occasion at the Presbyterian Church in Prescott?,"The exercises were introduced by a sermon from the retiring moderator, Rev. J. C. Williams of Arkadelphia."
14_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,Who has tried Swift's Specific in a very bad case of blood disease and reported a perfect success?,"X. L. Galloway, NJ"
16_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What specific conditions does Swift's Specific claim to cure?,"It claims to cure blood poison, scrofula, blood humors, and kindred diseases."
17_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,How many settlers are expected to secure land in Oklahoma?,"10,000 settlers."
18_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What is the purpose of Dr. J.I. McLean's little liver and kidney pellets?,To move the bowels and provide astonishing results when taken at night before bed.
21_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,Which states does the Frisco Line operate in?,"Missouri, Arkansas, Kansas, Indian Territory, and Texas."
24_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,When did the author begin using Dr. C. K. King's Royal Germ Etc?,About three weeks ago.
25_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,"Q1: Who called upon Rev. D. Il. Line, Baugh, agent for Royal Germeteur in Thi Tatr?","A1: Mr. Green called upon Rev. D. Il. Line, Baugh."
26_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What is sick headache often considered the cause of?,Sick headache is often considered the cause of many lives.
28_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,What was the response from customers in Savannah regarding the fine instruments offered?,Forty individuals in Savannah were made happy with the fine instruments and appreciated the good work done.
29_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,Where has the person lived in Texas for about one year?,"In the county of Lampasas, Texas."
30_1889-04-17_p2_sn87091048_00414213030_1889041701_0486,"What is the best salve for cuts, bruises, sores, ulcers, and other skin conditions?",The salve being described is considered the best for treating a range of skin issues.
